School,Journal,Article,Author,Year,Volume
Stanford University,Operations Research,Efficient Dynamic Barter Exchange,"Yash Kanoria - Columbia University
David Gamarnik - Massachusetts Institute of Technology (MIT)
Itai Ashlagi - Stanford University
Ross Anderson - Google",2017,65
Stanford University,Academy of Management Journal,"Is There a Doctor in the House? Expert Product Users, Organizational Roles, and Innovation","Michael Q Christensen - Harvard University
Riitta Katila - Stanford University
Stefanos Zenois - Stanford University
Sruthi Thatchenkery - University College London",2017,60
Stanford University,Management Science,The Structural Virality of Online Diffusion,"Jake Hofman - Microsoft Research
Duncan J Watts - Microsoft Research
Sharad Goel - Stanford University
Ashton Anderson - Stanford University",2016,62
Stanford University,Organization Science,Hierarchy and Its Discontents: Status Disagreement Leads to Withdrawal of Contribution and Lower Group Performance,"Gavin J Kilduff - New York University (NYU)
Robb Willer - Stanford University
Cameron Anderson - University of California at Berkeley",2016,27
Stanford University,Organization Science,Does Institutional Change in Universities Influence High-Tech Entrepreneurship? Evidence from Chinaâ€™s Project 985,"Jian Bai Li - National University of Singapore (NUS)
Charles Eesley - Stanford University
Delin Yang - Tsinghua University",2016,27
Stanford University,Journal of International Business Studies,Job complexity and learning opportunities: A silver lining in the design of global virtual work,"Pamela J Hinds - Stanford University
Niina Nurmi - Aalto University",2016,47
Stanford University,Strategic Management Journal,Through The Mud Or In The Boardroom: Examining Activist Types And Their Strategies In Targeting Firms For Social Change,"Charles Eesley - Stanford University
Katherine A Decelles - University of Toronto
Michael Lenox - University of Virginia, Darden",2016,37
Stanford University,Operations Research,Optimal Cost-Sharing in General Resource Selection Games,"Vasilis Gkatzelis - Stanford University
Konstantinos Kollias - Stanford University
Tim Roughgarden - Stanford University",2016,64
Stanford University,Operations Research,Large-Scale Loan Portfolio Selection,"Kay Giesecke - Stanford University
Justin A Sirignano - University of Illinois at Urbana-Champaign
Gerry Tsoukalas - University of Pennsylvania",2016,64
Stanford University,Management Science,Responsible Sourcing in Supply Chains,"Robert Swinney - Duke University
Ruixue Guo - Stanford University
Hau L Lee - Stanford University",2016,62
Stanford University,Production and Operations Management,Production and Sales Planning in Capacitated New Product Introductions,"Ozlem Bilginer - Stanford University
Feryal Erhun - Stanford University",2015,24
Stanford University,Academy of Management Journal,Help-Seeking and Help-Giving as an Organizational Routine: Continual Engagement in Innovative Work,"Stine Grodal - Boston University
Rosanne M Siino - Stanford University
Andrew J Nelson - University of Oregon",2015,58
Stanford University,Organization Science,Team Scaffolds: How Mesolevel Structures Enable Role-Based Coordination in Temporary Groups,"Amy C Edmondson - Harvard University
Melissa A Valentine - Stanford University",2015,26
Stanford University,Organization Science,Category Signaling and Reputation,"Giacomo Negro - Emory University
Michael T Hannan - Stanford University
Magali Fassiotto - Stanford University",2015,26
Stanford University,Strategic Management Journal,Sources of Alliance Partner Trustworthiness: Integrating Calculative and Relational Perspectives,"Karen S Cook - Stanford University
Oliver Schilke - University of California at Los Angeles",2015,36
Stanford University,Strategic Management Journal,"More Stars Stay, but the Brightest Ones Still Leave: Job Hopping in the Shadow of Patent Enforcement","Rosemarie H Ziedonis - Stanford University
Rajshree Agarwal - University of Maryland at College Park
Martin Ganco - University of Minnesota at Twin Cities
Rosemarie H Ziedonis - University of Oregon",2015,36
Stanford University,Strategic Management Journal,Looking Good by Doing Good: The Antecedents and Consequences of Stakeholder Attention to Corporate Disaster Relief,"Peter M Madsen - Brigham Young University
Zachariah J Rodgers - Stanford University",2015,36
Stanford University,The Review of Financial Studies,Testing for Information Asymmetries in Real Estate Markets,"Pablo Kurlat - National Bureau of Economic Research (NBER)
Johannes Stroebel - National Bureau of Economic Research (NBER)
Johannes Stroebel - New York University (NYU)
Pablo Kurlat - Stanford University
Johannes Stroebel - Centre for Economic Policy Research (CEPR)",2015,28
Stanford University,Journal of Marketing Research,Cost Conscious? The Neural and Behavioral Impact of Price Primacy on Decision Making,"Uma R Karmarkar - Harvard University
Baba Shiv - Stanford University
Brian Knutson - Stanford University",2015,52
Stanford University,Marketing Science,Learning About New Technologies Through Social Networks: Experimental Evidence on Nontraditional Stoves in Bangladesh,"Grant Miller - National Bureau of Economic Research (NBER)
Grant Miller - Stanford University
A Mushfiq Mobarak - Yale University",2015,34
Stanford University,Manufacturing and Service Operations Management,Multicommodity Production Planning: Qualitative Analysis and Applications,"Arthur F Veinott Jr. - Stanford University
Daniel Granot - University of British Columbia
Frieda Granot - University of British Columbia
Iara Ciurria-Infosino - U S Airforce",2015,17
Stanford University,Operations Research,Unbiased Estimation with Square Root Convergence for SDE Models,"Chang-Han Rhee - Georgia Institute of Technology
Peter W Glynn - Stanford University",2015,63
Stanford University,Operations Research,Adaptive Execution: Exploration and Learning of Price Impact,"Beomsoo Park - Stanford University
Benjamin Van Roy - Stanford University",2015,63
Stanford University,Administrative Science Quarterly,Who Takes You to the Dance? How Partnersâ€™ Institutional Logics Influence Innovation in Young Firms,"Riitta Katila - Stanford University
Kathleen M Eisenhardt - Stanford University
Emily Cox Pahnke - University of Washington at Seattle",2015,60
Stanford University,Journal of Financial Economics,Macroeconomic effects of corporate default crisis: A long-term perspective,"Francis A Longstaff - National Bureau of Economic Research (NBER)
Ilya A Strebulaev - National Bureau of Economic Research (NBER)
Kay Giesecke - Stanford University
Ilya A Strebulaev - Stanford University
Francis A Longstaff - University of California at Los Angeles
Stephen Schaefer - University of London",2014,111
Stanford University,Operations Research,Analytical Results and Efficient Algorithm for Optimal Portfolio Deleveraging with Market Impact,"Yinyu Ye - Stanford University
Jiming Peng - University of Houston
Jingnan Chen - University of Illinois at Urbana-Champaign
Liming Feng - University of Illinois at Urbana-Champaign",2014,62
Stanford University,Operations Research,Close the Gaps: A Learning-While-Doing Algorithm for Single-Product Revenue Management Problems,"Yinyu Ye - Stanford University
Zizhuo Wang - University of Minnesota at Twin Cities
Shiming Deng - Huazhong University of Science and Technology",2014,62
Stanford University,Production and Operations Management,Complexity as a Contract Design Factor: A Human-to-Human Experimental Study,"Basak Kalkanci - Georgia Institute of Technology
Kay-Yut Chen - Hewlett-Packard Laboratories
Feryal Erhun - Stanford University",2014,23
Stanford University,Organization Science,Situated Coworker Familiarity: How Site Visits Transform Relationships Among Distributed Workers,"Catherine Durnell Cramton - George Mason University
Pamela J Hinds - Stanford University",2014,25
Stanford University,Organization Science,An Embedded Model of Cultural Adaptation in Global Teams,"Catherine Durnell Cramton - George Mason University
Pamela J Hinds - Stanford University",2014,25
Stanford University,Journal of International Business Studies,"Language as a lightning rod: Power contests, emotion regulation, and subgroup dynamics in global teams","Catherine Durnell Cramton - George Mason University
Tsedal B. Neeley - Harvard University
Pamela J Hinds - Stanford University",2014,45
Stanford University,Journal of Financial Economics,The internal capital markets of business groups: Evidence from intra-group loans,"Francisco Urzua I - Erasmus University Rotterdam
Borja Larrain - Pontificia Universidad Catolica de Chile
Francisco Munoz - Stanford University
David Buchuk - University of Houston",2014,112
Stanford University,Management Science,Optimal Credit Swap Portfolios,"Jack Kim - J.P. Morgan
Baeho Kim - Korea University
Kay Giesecke - Stanford University
Gerry Tsoukalas - University of Pennsylvania",2014,60
Stanford University,Management Science,Information Aggregation and Allocative Efficiency in Smooth Markets,"Ciamac C Moallemi - Columbia University
Krishnamurthy Iyer - Cornell University
Ramesh Johari - Stanford University",2014,60
Stanford University,Operations Research,A Dynamic Near-Optimal Algorithm for Online Linear Programming,"Shipra Agrawal - Microsoft Research
Yinyu Ye - Stanford University
Zizhuo Wang - University of Minnesota at Twin Cities",2014,62
Stanford University,Operations Research,Directed Principal Component Analysis,"Yi-Hao Kao - Stanford University
Benjamin Van Roy - Stanford University",2014,62
Stanford University,Journal of Operations Management,Valuing Lead Time,"Stefan Wager - Stanford University
Suzanne de Treville - University of Lausanne
Isik Bicer - University of Lausanne
Valerie Chavez-Demoulin - University of Lausanne
Verena Hagspiel - University of Lausanne
Norman Schurhoff - University of Lausanne
Christophe Tasserit - University of Lausanne
Norman Schurhoff - Swiss Finance Institute",2014,32
Stanford University,Journal of Operations Management,Economies of Extremes: Lessons from Venture-Capital Decision Making,"Stefan Wager - Stanford University
Suzanne de Treville - University of Lausanne
Jeffrey S Petty - University of Lausanne",2014,32
Stanford University,Academy of Management Journal,"How do Social Defenses Work? A Resource- Dependence Lens on Technology Ventures, Venture Capital Investors, and Corporate Relationships","Riitta Katila - Stanford University
Benjamin L Hallen - University of Washington at Seattle
Jeff D Rosenberger - Wealthfront",2014,57
Stanford University,Organization Science,The Semiformal Organization,"Susan Biancani - Stanford University
Daniel A McFarland - Stanford University
Linus Dahlander - European School of Management and Technology (ESMT Berlin)",2014,25
